,Restaurant Name,Address,Category,Rating,Number of Reviews,Price($),Price(1-5),Latitude,Longitude,coordinates,Distance
718,Loaded Pierogi,839 Queen Street W,Polish,4.0,74,$$,2,43.6458497542096,-79.4100153105222,"43.6458497542096,-79.4100153105222",3047
719,Daimaru Sukiyaki,390 Silver Star Boulevard,Hot Pot,4.5,182,,0,43.8162865,-79.2962967,"43.8162865,-79.2962967",28261
720,Guu Izakaya Toronto,1314 Queen Street W,Japanese,4.0,152,$$,2,43.6418673011168,-79.4310904074585,"43.6418673011168,-79.4310904074585",5805
721,Ho Lee Chow,2204 Danforth Avenue,Chinese,1.0,18,$$,2,43.6867,-79.30985,"43.6867,-79.30985",10007
722,Doner-Chi,750 Spadina Avenue,Middle Eastern,0.0,0,,0,43.666419604507006,-79.40390914678574,"43.666419604507006,-79.40390914678574",5586
723,Oretta,633 King Street W,Italian,3.5,334,$$$,3,43.64392,-79.40163,"43.64392,-79.40163",1774
724,Loaded Pierogi,524 Church Street,Bars,3.5,27,$$,2,43.6647044094439,-79.3806558570915,"43.6647044094439,-79.3806558570915",3711
725,Omusubi Bar Suzume,707 Dundas Street W,Japanese,4.5,13,,0,43.65196365192331,-79.40483585396728,"43.65196365192331,-79.40483585396728",2613
726,Hongkong Island Bakery & Cafe,2-248 Spadina Avenue,Desserts,4.0,20,,0,43.65159062214072,-79.3978597932543,"43.65159062214072,-79.3978597932543",1907
727,Shoushin,3328 Yonge Street,Japanese,4.0,85,$$$$,4,43.73133,-79.40416,"43.73133,-79.40416",11254
728,Darna,1613 Bayview Avenue,Middle Eastern,4.5,24,,0,43.70652,-79.37515,"43.70652,-79.37515",12300
729,Mr.Tonkatsu,548 Yonge Street,Japanese,4.0,78,$$,2,43.66434,-79.38454,"43.66434,-79.38454",3455
730,Yeondon Ball Katsu,209 Dundas Street W,Korean,4.0,6,,0,43.65477555248752,-79.38749059999999,"43.65477555248752,-79.38749059999999",1964
731,7 Numbers Restaurant,516 Eglinton Avenue W,Italian,4.0,116,$$,2,43.7037199,-79.4137,"43.7037199,-79.4137",9318
732,Thai Noodle,62 Vaughan Road,Thai,3.5,56,$$,2,43.6823223153413,-79.4200096887758,"43.6823223153413,-79.4200096887758",8583
733,Hemingway's Restaurant,142 Cumberland St,Bars,3.0,290,$$,2,43.67015,-79.39279,"43.67015,-79.39279",4701
734,Pizza Banfi,333 Lonsdale Rd,Italian,4.0,35,$$,2,43.68846,-79.41289,"43.68846,-79.41289",8118
735,T&T Roti Trinidad & Toronto Roti,Market 707,Caribbean,4.5,10,$,1,43.6521961365053,-79.4055628112739,"43.6521961365053,-79.4055628112739",2696
736,Goods & Provisions,1124 Queen Street E,Bars,4.0,100,$$,2,43.66233,-79.33515,"43.66233,-79.33515",5686
737,Smoke 'N' Roti,3320 Keele Street,Caribbean,5.0,16,,0,43.7444115,-79.4864724,"43.7444115,-79.4864724",34530
738,Bistro Five61,561 Avenue Road,Canadian (New),5.0,4,,0,43.6878395,-79.401329,"43.6878395,-79.401329",6973
739,Kevin's Taiyaki,675 Bloor Street,Specialty Food,4.5,78,$,1,43.66381,-79.41621,"43.66381,-79.41621",6620
740,Yu Seafood,3401 Dufferin Street,Desserts,4.0,58,,0,43.7248159,-79.4569045,"43.7248159,-79.4569045",29780
741,Mira Mira,1963 Queen Street E,Diners,4.0,24,,0,43.66949989064692,-79.30164825171232,"43.66949989064692,-79.30164825171232",8164.999999999999
742,Loga's Corner,216C Close Avenue,Himalayan/Nepalese,4.5,165,$,1,43.64053,-79.43597,"43.64053,-79.43597",5375
743,Habitant,260 Yonge St,Tapas/Small Plates,4.0,3,$$,2,43.65459,-79.38049,"43.65459,-79.38049",2322
744,Hastings Snack Bar,5 Hastings Avenue,Polish,4.5,41,$,1,43.66381,-79.32893,"43.66381,-79.32893",6008
745,Lobster Burger Bar,214 King Street W,Bars,4.0,69,$$,2,43.647443,-79.386768,"43.647443,-79.386768",1194
746,Zelden's Deli and Desserts,1446 Yonge Street,Delicatessen,3.0,34,$$,2,43.6874773,-79.3939821,"43.6874773,-79.3939821",6139
747,Chicken N' Dough Express,410 Bathurst Street,Chicken Wings,4.0,1,,0,43.65417,-79.40712,"43.65417,-79.40712",2971
748,Archive,909 Dundas Street W,Wine Bars,4.0,39,$$,2,43.65084,-79.41243,"43.65084,-79.41243",3269
749,Tacos Moras,547 St Clair Avenue W,Mexican,4.5,3,,0,43.68249492575934,-79.4206689,"43.68249492575934,-79.4206689",8429
750,Bolet's Burrito,134 Lower Sherbourne,Mexican,4.0,119,$,1,43.65004,-79.36793,"43.65004,-79.36793",2335
751,Campo,244 Jane Street,Spanish,4.0,56,$$,2,43.6551179748791,-79.4869590167577,"43.6551179748791,-79.4869590167577",10450
752,My Secret Kitchen,316 Lakeshore Road E,Italian,5.0,18,$$,2,43.56204,-79.57502,"43.56204,-79.57502",23812
753,Churrasqueira Martins,605 Rogers Road,Portuguese,3.5,71,$$,2,43.680761,-79.473499,"43.680761,-79.473499",11677
754,Muni Robata,30 St Patrick Street,Japanese,4.0,38,,0,43.65129,-79.38926,"43.65129,-79.38926",1687
755,BOLD Food Hub,5 Baldwin Street,Chinese,4.0,8,,0,43.6560587,-79.3924699,"43.6560587,-79.3924699",2385
756,Penny's Hot Chicken,372 Yonge Street,Sandwiches,4.0,10,$$,2,43.658718803990666,-79.38227210193872,"43.658718803990666,-79.38227210193872",2819
757,OMG Cafe & Tapas,755 Dovercourt Road,Cafes,0.0,0,,0,43.661537,-79.42943,"43.661537,-79.42943",7756
758,Afrobeat Kitchen,1510 Queen Street W,African,4.0,1,,0,43.640425,-79.438448,"43.640425,-79.438448",5378
759,The Monkey Bar,3353 Yonge Street,Canadian (New),4.5,43,$$$,3,43.73149,-79.40346,"43.73149,-79.40346",11098
760,Sopung,140 Carlton Street,Korean,3.5,2,,0,43.66315,-79.37515,"43.66315,-79.37515",3934
761,Balsamico Ristorante,2029 Yonge St,Italian,4.5,45,$$,2,43.70154,-79.39697,"43.70154,-79.39697",7721
762,DeSotos Eatery,1079 St Clair Avenue West,Gastropubs,4.0,82,$$,2,43.6786263,-79.4396588,"43.6786263,-79.4396588",10015
763,Steady's Jamaican Home Cooking,852 Pape Avenue,Caribbean,4.5,24,$,1,43.6839915,-79.3467715,"43.6839915,-79.3467715",10927
764,Garleek Kitchen,1500 Queen Street W,Asian Fusion,4.5,48,$$,2,43.64046,-79.43811,"43.64046,-79.43811",5354
765,Pho Anh Vu,3200 Dufferin Street,Vietnamese,4.0,70,$$,2,43.7183600176532,-79.4573690012284,"43.7183600176532,-79.4573690012284",35766
766,Scotthill Caribbean Cuisine,1943 Avenue Road,Caribbean,4.5,36,$$,2,43.7339429812737,-79.419534355402,"43.7339429812737,-79.419534355402",26831
767,Konjiki Ramen Downtown,41 Elm Street,Ramen,4.0,108,$$,2,43.65729,-79.38358,"43.65729,-79.38358",2875
768,Cantanhede O Bairradino,662 Lansdowne Avenue,Portuguese,4.0,40,$$,2,43.66255,-79.44487,"43.66255,-79.44487",9950
769,Shitamachi Tendon Akimitsu,41 Elm Street,Japanese,3.5,66,$$,2,43.65729,-79.38358,"43.65729,-79.38358",2875
770,Chelsea's,29 Howard Street,Filipino,2.5,2,,0,43.6711,-79.37488,"43.6711,-79.37488",5033
771,Wah Too Seafood Restaurant,58 Centre Avenue,Seafood,4.0,32,$$,2,43.6547399,-79.3872,"43.6547399,-79.3872",1965
772,Churrasqueira Estrela,2275 Keele St,Portuguese,4.5,12,$,1,43.70278,-79.47647,"43.70278,-79.47647",14186
773,Tam Vietnamese Street Food & Cafe,369 Keele Street,Vietnamese,4.5,9,,0,43.6652178595867,-79.4642772898078,"43.6652178595867,-79.4642772898078",9195
774,Spaccio West,128A Sterling Road,Salad,3.5,5,,0,43.65363450430656,-79.44509881981541,"43.65363450430656,-79.44509881981541",7103
775,Kensington Sushi Market,281 Augusta Avenue,Sushi Bars,4.5,23,,0,43.656036,-79.402388,"43.656036,-79.402388",3050
776,Barista & Chef,1006 Saint Clair Avenue W,Mediterranean,4.5,53,$$,2,43.6794533,-79.4374528,"43.6794533,-79.4374528",12613
777,The Momo House,685 Queen St W,Himalayan/Nepalese,4.0,4,,0,43.64678,-79.40493,"43.64678,-79.40493",2673
778,Mi Mi Restaurant,688 Gerrard Street E,Vietnamese,4.0,135,$,1,43.66637,-79.34911,"43.66637,-79.34911",5373
779,Chula Taberna Mexicana,1058 Gerrard Street E,Mexican,4.0,150,$$,2,43.6692562,-79.3359022,"43.6692562,-79.3359022",6884
780,BAO,2-270 Spadina Avenue,Chinese,3.5,41,,0,43.6523896094244,-79.398137748683,"43.6523896094244,-79.398137748683",1998
781,Cabano's Comfort Food,75 Saint Nicholas Street,Comfort Food,4.5,75,,0,43.66767,-79.38642,"43.66767,-79.38642",3975
782,Liberty Eats,129 Jefferson Avenue,Burgers,4.5,3,,0,43.63956414648586,-79.4218273088336,"43.63956414648586,-79.4218273088336",3749
783,Jokbal Night Market,41 Sheppard Avenue E,Korean,5.0,1,,0,43.761768282050106,-79.40881019999999,"43.761768282050106,-79.40881019999999",24674
784,Constantine,15 Charles Street E,Mediterranean,3.5,127,$$,2,43.66858,-79.38537,"43.66858,-79.38537",4042
785,Gushi Japanese Street Food,707 Dundas Street W,Street Vendors,4.0,109,$,1,43.65179,-79.40485,"43.65179,-79.40485",2604
786,Mallo,785  Bathurst Street,Coffee & Tea,5.0,45,$,1,43.6646307,-79.4107376,"43.6646307,-79.4107376",6250
787,Impact Kitchen,573 King Street E,Coffee & Tea,3.5,145,$$,2,43.65620998282847,-79.35700120705611,"43.65620998282847,-79.35700120705611",3584
788,La Vinia,2350 Lakeshore Boulevard W,Spanish,4.0,73,$$$,3,43.6164551,-79.4880219,"43.6164551,-79.4880219",10195
789,Le Conciliabule,1300 Gerrard Street E,Bakeries,4.5,12,,0,43.671365,-79.3272249,"43.671365,-79.3272249",8473
790,Komi Banh Mi Bar,1100 Bloor St W,Vietnamese,4.5,8,,0,43.6602181,-79.434545,"43.6602181,-79.434545",10117
791,Chine Legendary Hot Pot & Noodles,327 Spadina Avenue,Chinese,4.0,211,$$,2,43.6545068365465,-79.3984092772007,"43.6545068365465,-79.3984092772007",3057
792,Chae Chester Fried Chicken Express,23 Howard Street,Fast Food,4.0,10,$,1,43.6711,-79.37509,"43.6711,-79.37509",4986
793,Haute Coffee,153 Dupont Street,Coffee & Tea,4.5,37,$,1,43.67562990990601,-79.40273767055231,"43.67562990990601,-79.40273767055231",5817
794,Natural Japaneats,601 Christie Street,Japanese,5.0,4,,0,43.67996,-79.42406,"43.67996,-79.42406",8982
795,Annex Social,1078 Bathurst Street,Mexican,5.0,2,,0,43.6724839,-79.4143709,"43.6724839,-79.4143709",7043
796,Taqueria Gus,616 Gladstone Avenue,Mexican,5.0,3,,0,43.66309,-79.43556,"43.66309,-79.43556",10496
797,Kitchen 57,212 King St W,Comfort Food,5.0,1,,0,43.64769,-79.38644,"43.64769,-79.38644",1442
798,Pepper's Cafe,189 Wallace Avenue,Bars,4.0,14,$$,2,43.66218,-79.44457,"43.66218,-79.44457",9911
799,PG Clucks,610 College Street,Sandwiches,4.0,192,$,1,43.65532,-79.41456,"43.65532,-79.41456",3779
800,Banh Mi Boys,399 Yonge Street,Vietnamese,4.0,509,$,1,43.6590974,-79.3820781,"43.6590974,-79.3820781",2840
801,Baguette & Co,2772 Dundas St W,Vietnamese,4.5,44,$,1,43.6654122,-79.4614958,"43.6654122,-79.4614958",9467
802,Thai Country Kitchen,412 Spadina Ave,Thai,4.0,144,$,1,43.6561499,-79.39968,"43.6561499,-79.39968",2435
803,Bitter Melon,431 Spadina Avenue,Korean,4.5,2,,0,43.6573547,-79.399399,"43.6573547,-79.399399",2733
804,Impact Kitchen,1222 Yonge Street,Gluten-Free,3.5,11,,0,43.68216,-79.39186,"43.68216,-79.39186",5530
805,La Palma,849 Dundas Street W,Italian,3.5,183,$$$,3,43.6512699,-79.41009,"43.6512699,-79.41009",3109
806,Trattoria Di Parma,785 Danforth Avenue,Italian,5.0,4,,0,43.67935,-79.34158,"43.67935,-79.34158",10695
807,Isabella's Mochi Donut Boutique,2066 Queen St East,Japanese,4.5,134,$$,2,43.670795,-79.297255,"43.670795,-79.297255",8540
808,MaMa Chef Korean Restaurant,648 Bloor Street W,Korean,4.0,67,$$,2,43.66444,-79.41534,"43.66444,-79.41534",6528
809,Pat's Homestyle Jamaican Restaurant,558 Queen Street W,Caribbean,4.0,114,$,1,43.64753,-79.4032,"43.64753,-79.4032",2129
810,Yin Ji Chang Fen,369 Spadina Ave,Chinese,4.0,41,,0,43.6558,-79.39878,"43.6558,-79.39878",2911
811,Stock In Trade,307 Danforth Avenue,Butcher,5.0,30,$$,2,43.676984658374245,-79.35383800417185,"43.676984658374245,-79.35383800417185",9600
812,Clockwork Champagne & Cocktails,100 Front Street W,Cocktail Bars,4.0,18,,0,43.64595,-79.38143,"43.64595,-79.38143",1309
813,KANDL Artistique,88 Avenue Rd,Candle Stores,4.5,5,,0,43.67224,-79.39586,"43.67224,-79.39586",5171
814,La Palette,492 Queen Street W,French,4.0,254,$$$,3,43.64797,-79.40098,"43.64797,-79.40098",1944
815,Tokyo Sushi,33 St Joseph Street,Sushi Bars,4.0,135,$$,2,43.6655988169559,-79.3869840388907,"43.6655988169559,-79.3869840388907",3816
816,Fried Chicken Master,628 Yonge Street,Chicken Shop,3.0,2,,0,43.666263,-79.385336,"43.666263,-79.385336",3678
817,Bebo's Authentic Grill,533 Evans Avenue,Modern European,5.0,4,$$,2,43.612076702283,-79.5416979119182,"43.612076702283,-79.5416979119182",14158
818,Gallery Grill,7 Hart House Circle,Canadian (New),4.0,23,$$$,3,43.6636499,-79.3944999,"43.6636499,-79.3944999",3237
819,Star Sushi,7 Mercer Street,Sushi Bars,4.5,15,,0,43.64572,-79.38984,"43.64572,-79.38984",1051
820,The Greek Grill,128 O'Connor Drive,Greek,4.0,84,$$,2,43.69357,-79.3501,"43.69357,-79.3501",12464
821,Khazana,261 Yonge Street,Indian,4.0,11,$$$,3,43.65521200510754,-79.38009663699903,"43.65521200510754,-79.38009663699903",2668
822,German Doner Kebab,246 Queen Street W,Kebab,4.0,29,$$,2,43.65003605460389,-79.39082163450482,"43.65003605460389,-79.39082163450482",1759
823,Charidise,27 Baldwin Street,Desserts,3.5,209,$$,2,43.65592,-79.39315,"43.65592,-79.39315",2442
824,Miss Korea,687 Yonge Street,Korean,3.0,124,$$,2,43.669074,-79.385948,"43.669074,-79.385948",4041.0000000000005
825,Union Chicken,65 Front Street W,Chicken Shop,3.5,139,$$,2,43.6448546600463,-79.3816612327145,"43.6448546600463,-79.3816612327145",668
826,BauZza BauZza,298 College St,Soup,3.5,32,,0,43.65798,-79.40163,"43.65798,-79.40163",3095
827,Eggstatic,1568 Bayview Avenue,Breakfast & Brunch,4.5,135,$$,2,43.70549,-79.37534,"43.70549,-79.37534",12148
828,Barberian's Steak House,7 Elm Street,Steakhouses,4.0,309,$$$$,4,43.6576,-79.38212,"43.6576,-79.38212",2752
829,Azkadenya - Mezza Diner,235 Queen Street West,Middle Eastern,4.0,42,,0,43.65024,-79.38825,"43.65024,-79.38825",1538
830,Kintako Japanese Restaurant,214 Laird Drive,Japanese,4.0,179,$$,2,43.711488,-79.3640926,"43.711488,-79.3640926",16505
831,Mulino,633 College Street,Italian,4.0,14,,0,43.65482,-79.41497,"43.65482,-79.41497",3903
832,Noodle King,123 Queen Street W,Chinese,4.0,91,$,1,43.6514,-79.38312,"43.6514,-79.38312",2052
833,The Morning After,88 Fort York Boulevard,Breakfast & Brunch,3.5,78,$$,2,43.64016441394448,-79.39714261165675,"43.64016441394448,-79.39714261165675",1498
834,Flock Rotisserie + Greens,330 Adelaide Street W,Salad,4.0,122,$$,2,43.647493,-79.392508,"43.647493,-79.392508",1425
835,Nespresso Boutique Bar,159 Cumberland Street,Coffee & Tea,4.0,61,$$,2,43.6697469,-79.3934129,"43.6697469,-79.3934129",4760
836,Enoteca Sociale,1288 Dundas St W,Italian,4.0,318,$$$,3,43.6496799,-79.42567,"43.6496799,-79.42567",6926
837,The Original Grill,547 Danforth Avenue,Greek,4.0,22,$$,2,43.67812,-79.3475799,"43.67812,-79.3475799",10563
838,Loveless,1430 Dundas Street West,Cafes,4.0,23,$$,2,43.6497122617809,-79.4298768596303,"43.6497122617809,-79.4298768596303",6600
839,Pi Co,1200 Bay Street,Pizza,3.5,112,$$,2,43.670165,-79.389908,"43.670165,-79.389908",4444
840,Ju Sushi & Bar,383 Dundas Street E,Bars,4.5,7,,0,43.65875,-79.36822,"43.65875,-79.36822",3903
841,The Rec Room,255 Bremner Boulevard,Arcades,3.0,327,$$,2,43.64125720750635,-79.38677926085168,"43.64125720750635,-79.38677926085168",68
842,Piri Piri Grill,1444 Dupont Street,Portuguese,3.5,52,$$,2,43.6662515314375,-79.4497762620449,"43.6662515314375,-79.4497762620449",10509
843,Tuckshop Kitchen,1640 Dupont Street,Sandwiches,4.5,56,$,1,43.66499,-79.45568,"43.66499,-79.45568",10005
844,Naan And Kabob,62 Laird Drive,Afghan,4.5,25,,0,43.7049057279802,-79.3614039241258,"43.7049057279802,-79.3614039241258",14387
845,UFO Restaurant,241 Niagara St,Sandwiches,4.0,57,$$,2,43.64391,-79.40889,"43.64391,-79.40889",2844
846,LoPan,503 College Street,Cocktail Bars,4.0,24,$$$,3,43.65574,-79.4098,"43.65574,-79.4098",3492
847,Barrio Coreano,642 Bloor Street W,Korean,3.5,248,$$,2,43.6644119432784,-79.41512609658861,"43.6644119432784,-79.41512609658861",6512
848,The Annex Commons,296 Brunswick Ave,Pizza,4.5,7,,0,43.66549,-79.40756,"43.66549,-79.40756",5947
849,Ritz Restaurant,310 Donlands Avenue,Filipino,4.0,38,$,1,43.69187,-79.34219,"43.69187,-79.34219",12199
850,The Dime,538 Queen Street West,Bars,3.5,89,$,1,43.6476526616345,-79.4026391208172,"43.6476526616345,-79.4026391208172",2082
851,Bar Centrale,1095 Yonge Street,Wine Bars,3.5,6,$$,2,43.68,-79.39055,"43.68,-79.39055",5270
852,Carens Rosedale,1118 Yonge Street,French,2.5,45,$$,2,43.67891,-79.39053,"43.67891,-79.39053",5146
853,Planta Cocina,10 Temperance St,Vegan,4.5,20,,0,43.65107,-79.37933,"43.65107,-79.37933",1978
854,Beefing With 7,382 Spadina Ave,Chinese,3.5,9,,0,43.6552975,-79.3993692,"43.6552975,-79.3993692",2337
855,Brick 'N' Cheese,678 College Street,French,5.0,6,,0,43.65529,-79.41683,"43.65529,-79.41683",3978
856,Morgan's On the Danforth,1282 Danforth Avenue,Gastropubs,4.0,98,$$,2,43.68194,-79.3302284,"43.68194,-79.3302284",11565
857,Uncle Tony's,38 Wellington St East,Italian,4.0,74,$$,2,43.6486015,-79.3749695,"43.6486015,-79.3749695",1781
858,Shalom Ethopian Restaurant,587 Parliament Street,Ethiopian,4.0,27,$$,2,43.6674999,-79.36904,"43.6674999,-79.36904",4640
859,Kitchen On Sixth,2976 Lake Shore Boulevard W,Breakfast & Brunch,4.5,47,$$,2,43.6005867949987,-79.5068445875054,"43.6005867949987,-79.5068445875054",12881
860,E11even,15 York Street,Seafood,3.5,171,$$$,3,43.642801069778,-79.381241442969,"43.642801069778,-79.381241442969",435
861,Emma's Country Kitchen,810 Saint Clair Avenue W,Breakfast & Brunch,4.0,439,$$,2,43.68103,-79.4303599,"43.68103,-79.4303599",9282
862,Komi Banh Mi Bar,467 Danforth Ave,Vietnamese,4.5,5,,0,43.67774611115991,-79.35009129345417,"43.67774611115991,-79.35009129345417",9901
863,Est West Cafe,700 University Ave,Sandwiches,4.0,62,$,1,43.65901,-79.39115,"43.65901,-79.39115",2650
864,Galito's Flame Grilled Chicken,3-45 Overlea Boulevard,African,5.0,1,,0,43.7058562214437,-79.34584904462099,"43.7058562214437,-79.34584904462099",12852
865,Music Garden Cafe,466 Queens Quay W,Coffee & Tea,4.0,41,$$,2,43.63765,-79.39306,"43.63765,-79.39306",1538
866,Roywoods,121 Fort York Boulevard,Caribbean,3.5,104,$$,2,43.6391084709305,-79.3984367698431,"43.6391084709305,-79.3984367698431",1436
867,Bach Yen,738 Gerrard Street E,Vietnamese,4.0,210,$,1,43.66684,-79.34756,"43.66684,-79.34756",5634
868,Gold Standard,385 Roncesvalles Avenue,Sandwiches,4.5,24,$$,2,43.65056,-79.45043,"43.65056,-79.45043",8140.000000000001
869,Hokkaido Ramen Santouka,2057 Yonge St,Ramen,4.5,55,$$,2,43.7021299,-79.39708,"43.7021299,-79.39708",7788
870,Pinkerton Snack Bar,1026 Gerrard Street E,Tapas/Small Plates,4.0,66,$,1,43.66901,-79.33727,"43.66901,-79.33727",6997
871,Imonay House Restaurant,665 Bloor Street W,Korean,4.0,89,$$,2,43.6641195,-79.4158477,"43.6641195,-79.4158477",6578
872,The Rib House Restaurant,1239 Woodbine Avenue,American (Traditional),4.0,13,$$,2,43.69325,-79.31571,"43.69325,-79.31571",14078
873,La Vecchia Ristorante,90 Marine Parade Dr,Italian,3.5,38,,0,43.625476,-79.4774428,"43.625476,-79.4774428",9292
874,Kimchi House,586 Bloor St W,Korean,4.0,52,$$,2,43.66495,-79.41271,"43.66495,-79.41271",6308
875,Cibo Wine Bar,133 Yorkville Avenue,Wine Bars,3.0,182,$$$,3,43.67047,-79.3936,"43.67047,-79.3936",5042
876,Slanted Door,442 Bloor Street W,Cafes,4.0,14,$,1,43.66585,-79.40892,"43.66585,-79.40892",5994
877,Pasaj,1100 Queen Street E,Bakeries,4.0,40,,0,43.66218596039454,-79.3358078380287,"43.66218596039454,-79.3358078380287",5601
878,Lil Joe Cucina & Bar,1054 Gerrard Street E,Bistros,4.5,18,,0,43.66927,-79.33615,"43.66927,-79.33615",6902
879,Pizzeria Libretto,221 Ossington Avenue,Pizza,4.0,564,$$,2,43.64898,-79.42021,"43.64898,-79.42021",3964
880,Morocco House,876 Browns Line,Moroccan,3.5,69,$$,2,43.609931,-79.549238,"43.609931,-79.549238",14927
881,Cafe Belong,550 Bayview Avenue,Cafes,3.0,106,$$$,3,43.684515,-79.36512,"43.684515,-79.36512",9161
882,Ladybug Tavern,890 College Street,Pizza,0.0,0,,0,43.65407829999999,-79.42509960383177,"43.65407829999999,-79.42509960383177",7430
883,Darvish Restaurant,508 Yonge Street,Persian/Iranian,4.0,112,$$,2,43.66337,-79.38412,"43.66337,-79.38412",3342
884,BOM DIA Café & Bakery,1205 Queen Street W,Bakeries,4.5,20,,0,43.64187401413702,-79.42880675196648,"43.64187401413702,-79.42880675196648",5936
885,Daol Korean Restaurant,1345 Queen St W,Korean,4.5,7,,0,43.64095574586912,-79.43433107552697,"43.64095574586912,-79.43433107552697",5526
886,Pi Co,180 Bloor St W,Pizza,4.0,2,,0,43.6688,-79.39492,"43.6688,-79.39492",5053
887,Iron Rooster,373 Spadina Avenue,Chicken Wings,4.0,6,,0,43.6559,-79.39882,"43.6559,-79.39882",2900
888,Door FiftyFive,55 Lakeshore Road E,Southern,4.0,161,$$,2,43.55224,-79.58444,"43.55224,-79.58444",23455
889,Jaclyn's,1588 Queen Street E,Caribbean,4.5,14,,0,43.66627,-79.31802,"43.66627,-79.31802",7159
890,Pharaoh's Kitchen,7 Queens Quay E,Egyptian,5.0,2,,0,43.64183,-79.37391,"43.64183,-79.37391",1473
891,Rustle & Still Café,605 Bloor Street W,Coffee & Tea,4.5,151,$,1,43.66457,-79.41304,"43.66457,-79.41304",6346
892,Atlantis Authentic Greek Cuisine,526 Danforth Avenue,Greek,4.0,57,$$,2,43.67851060686441,-79.34825594792811,"43.67851060686441,-79.34825594792811",10118
893,Gus Tacos,225 Augusta Avenue,Mexican,4.0,71,,0,43.6543821,-79.401655,"43.6543821,-79.401655",3240
894,The Captain's Boil,476 Yonge St,Seafood,3.5,230,$$,2,43.66237,-79.38378,"43.66237,-79.38378",3228
895,Dumpling Dumpling,1116 Dundas St W,Dumplings,5.0,3,,0,43.64971,-79.42023,"43.64971,-79.42023",4062.9999999999995
896,BeaverTails,145 Queen's Quay W,Desserts,4.0,85,$,1,43.63980158676657,-79.38012714543224,"43.63980158676657,-79.38012714543224",821
897,Karahi Boys,741 Queen Street W,Pakistani,4.0,30,,0,43.64635131349145,-79.4069366902113,"43.64635131349145,-79.4069366902113",2842
898,Miznon,1235 Bay Street,Middle Eastern,0.0,0,,0,43.6708883,-79.38967699999999,"43.6708883,-79.38967699999999",4490
899,Kitaya,890 Don Mills Road,Japanese,4.0,31,,0,43.7258312046255,-79.34168927371502,"43.7258312046255,-79.34168927371502",13682
900,Bread & Butter,507 Mount Pleasant Rd,German,3.5,45,$,1,43.7016,-79.38708,"43.7016,-79.38708",8355
901,Morellina’s,146 Christie Street,Cafes,5.0,10,,0,43.6672495042775,-79.4199987906084,"43.6672495042775,-79.4199987906084",7268
902,Yuzu No Hana,236 Adelaide Street W,Sushi Bars,4.0,570,$$$,3,43.64847,-79.38834,"43.64847,-79.38834",1516
903,The Pour House Pub And Kitchen,182 Dupont Street,Pubs,3.0,131,$$,2,43.6758,-79.40385,"43.6758,-79.40385",5897
904,Sue Fung's Dim Sum Canteen,356 College Street,Dim Sum,4.0,16,,0,43.65746621183022,-79.4043148,"43.65746621183022,-79.4043148",2994
905,Chef Mustafa,516 Danforth Avenue,Turkish,4.5,3,,0,43.6783582881424,-79.34863585978746,"43.6783582881424,-79.34863585978746",10032
906,Lox + Schmear,1030 St Clair W,Bagels,4.5,40,$,1,43.67929,-79.43823,"43.67929,-79.43823",12543
907,Dang Smoke BBQ,,Food Trucks,5.0,4,$,1,43.6617164611816,-79.3908462524414,"43.6617164611816,-79.3908462524414",2831
908,Aztec's Mine,1986 Bloor Street W,Mexican,4.0,105,$$,2,43.65302,-79.4684988,"43.65302,-79.4684988",8719
909,Kibo Summerhill,7 Walker Ave,Sushi Bars,3.5,37,$$,2,43.6827471,-79.3922553,"43.6827471,-79.3922553",5624
910,Paik’s Noodle,1549 Steeles Avenue E,Korean,4.5,10,,0,43.80524946505166,-79.384046,"43.80524946505166,-79.384046",26509
911,Country Style Hungarian Restaurant,450 Bloor Street W,Hungarian,3.5,128,$$,2,43.66579,-79.409,"43.66579,-79.409",5995
912,Ascari,1111 Queen Street E,Italian,4.0,129,$$$,3,43.6619301,-79.3353424,"43.6619301,-79.3353424",5615
913,Queen Bee,680 College Street,Vietnamese,0.0,0,,0,43.65161896,-79.38359833,"43.65161896,-79.38359833",2081
914,Nodo Liberty,120 Lynn Williams Street,Italian,4.0,7,,0,43.63907691563342,-79.4177271,"43.63907691563342,-79.4177271",3380
915,Churrasco of St Lawrence,91 Front Street E,Barbeque,4.0,34,$,1,43.6490099,-79.37184,"43.6490099,-79.37184",2082
916,MEXITACO,1109 Victoria Park Avenue,Mexican,4.0,151,$$,2,43.70862,-79.29554,"43.70862,-79.29554",15988
917,Ha Gow Dim Sum House,988 Danforth Avenue,Dim Sum,4.0,116,$,1,43.68057,-79.33756,"43.68057,-79.33756",10994
918,Isaan Der,730 Queen St E,Thai,4.0,21,,0,43.659162028754686,-79.34912266011887,"43.659162028754686,-79.34912266011887",4368
919,A Bite of Sichuan,5 Baldwin Street,Chinese,4.0,8,,0,43.6560587,-79.3924699,"43.6560587,-79.3924699",2385
920,El Tenedor,909 Yonge St,Spanish,5.0,4,,0,43.67512,-79.38837,"43.67512,-79.38837",4803
921,Pho Pasteur,525 Dundas Street W,Vietnamese,3.5,213,$$,2,43.65248,-79.39892,"43.65248,-79.39892",2150
922,Stop BBQ Chicken,1216 Dufferin Street,Portuguese,4.0,11,$,1,43.66585,-79.43811,"43.66585,-79.43811",10748
923,Season Six,216 Ossington Avenue,French,4.5,4,,0,43.64903,-79.4209,"43.64903,-79.4209",4438
